id,name,origin,note,backorder_id,move_type,state,group_id,priority,scheduled_date,date,date_done,location_id,location_dest_id,picking_type_id,partner_id,company_id,owner_id,printed,is_locked,message_last_post,activity_date_deadline,create_uid,create_date,write_uid,write_date,sale_id
120,DN_ATC181100003,ATC181030-001,,,direct,assigned,118,1,2018-11-07 08:37:35,2018-11-07 08:37:36,,13,9,3,533,1,,f,t,,,1,2018-11-07 08:37:35.495085,1,2018-11-07 08:37:35.495085,359
123,DN_ATC181100006,ATC181106-002,,,direct,assigned,121,1,2018-11-09 03:18:04,2018-11-09 03:18:05,,13,9,3,500,1,,f,t,,,1,2018-11-09 03:18:04.953116,1,2018-11-09 03:18:04.953116,370
77,DN_ATC180800015,ATC180810-003,,,direct,assigned,75,1,2018-08-21 04:53:51,2018-08-21 04:53:51,,13,9,3,80,1,,f,t,,,1,2018-08-21 04:53:51.343267,1,2018-08-21 04:53:51.343267,203
181,DN_ATC190100023,ATC190125-001,,,direct,assigned,179,1,2019-01-25 07:48:31,2019-01-25 07:48:31,,13,9,3,32,1,,f,t,,,1,2019-01-25 07:48:31.067849,1,2019-01-25 07:48:31.067849,527
151,DN_ATC181200011,ATC181203-001,,,direct,assigned,149,1,2018-12-18 08:56:49,2018-12-18 08:56:49,,13,9,3,498,1,,f,t,,,1,2018-12-18 08:56:48.950383,1,2018-12-18 08:56:48.950383,423
63,DN_ATC180800001,ATC180724-002,,,direct,assigned,62,1,2018-08-01 02:01:54,2018-08-01 02:01:55,,13,9,3,392,1,,f,t,,,1,2018-08-01 02:01:54.647494,1,2018-08-01 02:01:54.647494,164
108,DN_ATC181000010,ATC181010-003,,,direct,cancel,106,1,2018-10-15 02:29:46,2018-10-15 02:29:46,,13,9,3,483,1,,f,t,,,1,2018-10-15 02:29:46.073814,1,2018-11-12 02:34:00.790895,325
138,DN_ATC181100021,ATC181122-003,,,direct,assigned,136,1,2018-11-29 01:29:53,2018-11-29 01:29:54,,13,9,3,566,1,,f,t,,,1,2018-11-29 01:29:53.79655,1,2018-11-29 01:29:53.79655,402
79,DN_ATC180800017,ATC180716-001,,,direct,assigned,77,1,2018-08-30 02:03:48,2018-08-30 02:03:48,,13,9,3,322,1,,f,t,,,1,2018-08-30 02:03:48.046258,1,2018-08-30 02:03:48.046258,139
67,DN_ATC180800005,ATC180803-002,,,direct,assigned,66,1,2018-08-03 04:01:02,2018-08-03 04:01:03,,13,9,3,52,1,,f,t,,,1,2018-08-03 04:01:02.792453,1,2018-08-03 04:01:20.415549,185
222,DN_ATC190400002,ATC190329-003,,,direct,assigned,220,1,2019-04-02 01:58:38,2019-04-02 01:58:38,,13,9,3,108,1,,f,t,,,1,2019-04-02 01:58:38.248302,1,2019-04-02 01:58:38.248302,621
153,DN_ATC181200013,ATC181214-002,,,direct,assigned,151,1,2018-12-19 10:25:38,2018-12-19 10:25:38,,13,9,3,259,1,,f,t,,,1,2018-12-19 10:25:38.232748,1,2018-12-19 10:25:38.232748,442
109,DN_ATC181000011,ATC181015-001,,,direct,assigned,107,1,2018-10-15 04:58:49,2018-10-15 04:58:49,,13,9,3,515,1,,f,t,,,1,2018-10-15 04:58:49.044253,1,2018-10-15 04:58:49.044253,332
207,DN_ATC190300008,ATC181211-003,,,direct,assigned,205,1,2019-03-15 03:52:05,2019-03-15 03:52:05,,13,9,3,578,1,,f,t,,,1,2019-03-15 03:52:05.044576,1,2019-03-15 03:53:24.525476,434
190,DN_ATC190200003,ATC190211-001,,,direct,assigned,188,1,2019-02-11 03:38:21,2019-02-11 03:38:21,,13,9,3,498,1,,f,t,,,1,2019-02-11 03:38:21.172193,1,2019-02-11 03:38:21.172193,538
80,DN_ATC180800018,ATC180830-002,,,direct,assigned,78,1,2018-08-31 03:06:00,2018-08-31 03:06:01,,13,9,3,67,1,,f,t,,,1,2018-08-31 03:06:00.791612,1,2018-08-31 03:06:00.791612,244
126,DN_ATC181100009,ATC181002-002,,,direct,assigned,124,1,2018-11-12 03:07:27,2018-11-12 03:07:27,,13,9,3,380,1,,f,t,,,1,2018-11-12 03:07:27.315648,1,2018-11-12 03:07:27.315648,306
156,DN_ATC181200016,ATC181227-005,,,direct,assigned,154,1,2018-12-27 10:26:45,2018-12-27 10:26:45,,13,9,3,160,1,,f,t,,,1,2018-12-27 10:26:45.06603,1,2018-12-27 10:26:59.589251,459
65,DN_ATC180800003,ATC180726-004,,,direct,assigned,64,1,2018-08-02 09:38:22,2018-08-02 09:38:22,,13,9,3,394,1,,f,t,,,1,2018-08-02 09:38:22.115357,1,2018-08-02 09:38:22.115357,170
66,DN_ATC180800004,ATC180803-001,,,direct,cancel,65,1,2018-08-03 04:00:34,2018-08-03 04:00:35,,13,9,3,52,1,,f,t,,,1,2018-08-03 04:00:34.675338,1,2018-08-07 06:21:44.475768,184
302,DN_ATC190800002,ATC190731-002,,,direct,assigned,300,1,2019-08-01 04:59:20,2019-08-01 04:59:20,,13,9,3,391,1,,f,t,,,1,2019-08-01 04:59:20.127551,1,2019-08-01 04:59:20.127551,838
187,DN_ATC190100029,ATC190109-006,,,direct,assigned,185,1,2019-01-31 05:18:16,2019-01-31 05:18:17,,13,9,3,498,1,,f,t,,,1,2019-01-31 05:18:16.689663,1,2019-01-31 05:18:16.689663,487
238,DN_ATC190400018,ATC190418-002,,,direct,assigned,236,1,2019-04-18 10:25:23,2019-04-18 10:25:23,,13,9,3,158,1,,f,t,,,1,2019-04-18 10:25:23.061381,1,2019-04-18 10:25:23.061381,642
712,DN_ATC200900009,ATC200526-004,,,direct,assigned,709,1,2020-09-10 08:34:26,2020-09-10 08:34:26,,13,9,3,589,1,,f,t,,,1,2020-09-10 08:34:25.953261,1,2020-09-10 08:34:25.953261,1763
74,DN_ATC180800012,ATC180810-001,,,direct,assigned,72,1,2018-08-10 06:55:43,2018-08-10 06:55:44,,13,9,3,421,1,,f,t,,,1,2018-08-10 06:55:43.591943,1,2018-08-10 06:55:43.591943,201
743,DN_ATC201000002,ATC201005-002,,,direct,assigned,740,1,2020-10-05 08:14:24,2020-10-05 08:14:24,,13,9,3,213,1,,f,t,,,1,2020-10-05 08:14:24.036821,1,2020-10-05 08:14:24.036821,2258
119,DN_ATC181100002,ATC181107-001,,,direct,assigned,117,1,2018-11-07 06:38:20,2018-11-07 06:38:20,,13,9,3,475,1,,f,t,,,1,2018-11-07 06:38:19.873243,1,2018-11-07 06:38:19.873243,374
341,DN_ATC190900001,ATC190821-004,,,direct,assigned,339,1,2019-09-03 07:43:24,2019-09-03 07:43:25,,13,9,3,495,1,,f,t,,,1,2019-09-03 07:43:24.528274,1,2019-09-03 07:43:24.528274,890
122,DN_ATC181100005,ATC181106-005,,,direct,assigned,120,1,2018-11-08 04:00:26,2018-11-08 04:00:26,,13,9,3,549,1,,f,t,,,1,2018-11-08 04:00:25.987281,1,2018-11-08 04:00:25.987281,373
536,DN_ATC200300033,ATC200310-009,,,direct,assigned,534,1,2020-03-26 07:10:03,2020-03-26 07:10:03,,13,9,3,1074,1,,f,t,,,1,2020-03-26 07:10:03.271186,1,2020-03-26 07:10:10.739432,1450
81,DN_ATC180900001,ATC180830-003,,,direct,assigned,79,1,2018-09-03 07:33:41,2018-09-03 07:33:41,,13,9,3,472,1,,f,t,,,1,2018-09-03 07:33:41.08757,1,2018-09-03 07:33:41.08757,245
136,DN_ATC181100019,ATC181127-001,,,direct,assigned,134,1,2018-11-27 09:12:05,2018-11-27 09:12:06,,13,9,3,325,1,,f,t,,,1,2018-11-27 09:12:05.774635,1,2018-11-27 09:12:05.774635,413
91,DN_ATC180900011,ATC180828-001,,,direct,assigned,89,1,2018-09-19 09:09:16,2018-09-19 09:09:16,,13,9,3,462,1,,f,t,,,1,2018-09-19 09:09:16.086843,1,2018-09-19 09:09:16.086843,235
103,DN_ATC181000005,ATC180917-004,,,direct,assigned,101,1,2018-10-05 03:27:36,2018-10-05 03:27:37,,13,9,3,472,1,,f,t,,,1,2018-10-05 03:27:36.789,1,2018-10-05 03:27:36.789,282
64,DN_ATC180800002,ATC180711-001,,,direct,assigned,63,1,2018-08-01 02:08:26,2018-08-01 02:08:27,,13,9,3,183,1,,f,t,,,1,2018-08-01 02:08:26.652301,1,2018-08-01 02:09:18.415365,133
116,DN_ATC181000018,ATC181022-002,,,direct,assigned,114,1,2018-10-24 06:20:40,2018-10-24 06:20:41,,13,9,3,394,1,,f,t,,,1,2018-10-24 06:20:40.31914,1,2018-10-24 06:20:40.31914,343
84,DN_ATC180900004,ATC180831-001,,,direct,assigned,82,1,2018-09-07 02:51:22,2018-09-07 02:51:22,,13,9,3,45,1,,f,t,,,1,2018-09-07 02:51:22.493604,1,2018-09-07 02:51:22.493604,246
132,DN_ATC181100015,ATC181108-003,,,direct,assigned,130,1,2018-11-19 04:12:06,2018-11-19 04:12:07,,13,9,3,487,1,,f,t,,,1,2018-11-19 04:12:06.573323,1,2018-11-19 04:12:06.573323,379
174,DN_ATC190100016,ATC190107-002,,,direct,assigned,172,1,2019-01-14 06:55:39,2019-01-14 06:55:39,,13,9,3,239,1,,f,t,,,1,2019-01-14 06:55:39.516694,1,2019-01-14 06:55:39.516694,477
70,DN_ATC180800008,ATC180806-003,,,direct,assigned,69,1,2018-08-07 09:29:03,2018-08-07 09:29:03,,13,9,3,76,1,,f,t,,,1,2018-08-07 09:29:03.238452,1,2018-08-07 09:29:03.238452,191
130,DN_ATC181100013,ATC181105-003,,,direct,assigned,128,1,2018-11-13 06:39:42,2018-11-13 06:39:43,,13,9,3,552,1,,f,t,,,1,2018-11-13 06:39:42.692757,1,2018-11-13 06:39:42.692757,368
210,DN_ATC190300011,ATC190305-005,,,direct,assigned,208,1,2019-03-15 09:58:37,2019-03-15 09:58:37,,13,9,3,80,1,,f,t,,,1,2019-03-15 09:58:37.367281,1,2019-03-15 09:58:37.367281,575
121,DN_ATC181100004,ATC181107-002,,,direct,assigned,119,1,2018-11-07 09:25:24,2018-11-07 09:25:25,,13,9,3,472,1,,f,t,,,1,2018-11-07 09:25:24.720656,1,2018-11-07 09:25:24.720656,375
129,DN_ATC181100012,ATC181113-001,,,direct,assigned,127,1,2018-11-13 02:40:28,2018-11-13 02:40:29,,13,9,3,380,1,,f,t,,,1,2018-11-13 02:40:28.539488,1,2018-11-13 02:40:28.539488,384
182,DN_ATC190100024,ATC181220-002,,,direct,assigned,180,1,2019-01-28 08:56:41,2019-01-28 08:56:41,,13,9,3,22,1,,f,t,,,1,2019-01-28 08:56:41.391383,1,2019-01-28 08:56:41.391383,451
82,DN_ATC180900002,ATC180828-002,,,direct,assigned,80,1,2018-09-05 08:56:35,2018-09-05 08:56:36,,13,9,3,475,1,,f,t,,,1,2018-09-05 08:56:35.527818,1,2018-09-05 08:56:35.527818,236
161,DN_ATC190100003,ATC181126-004,,,direct,assigned,159,1,2019-01-04 08:09:05,2019-01-04 08:09:06,,13,9,3,472,1,,f,t,,,1,2019-01-04 08:09:05.632852,1,2019-03-20 04:12:17.103089,412
83,DN_ATC180900003,ATC180905-001,,,direct,assigned,81,1,2018-09-06 09:19:23,2018-09-06 09:19:24,,13,9,3,447,1,,f,t,,,1,2018-09-06 09:19:23.8018,1,2018-09-06 09:19:23.8018,255
149,DN_ATC181200009,ATC181218-001,,,direct,assigned,147,1,2018-12-25 03:47:11,2018-12-18 03:47:12,,13,9,3,194,1,,f,t,,,1,2018-12-18 03:47:11.651894,1,2018-12-19 08:41:55.199491,444
354,DN_ATC190900014,ATC190917-001,,,direct,assigned,352,1,2019-09-19 07:32:25,2019-09-19 07:32:26,,13,9,3,481,1,,f,t,,,1,2019-09-19 07:32:25.80539,1,2019-09-19 07:32:25.80539,945
197,DN_ATC190200010,ATC190122-001,,,direct,assigned,195,1,2019-02-22 04:30:57,2019-02-22 04:30:57,,13,9,3,624,1,,f,t,,,1,2019-02-22 04:30:57.031911,1,2019-02-22 04:30:57.031911,517
162,DN_ATC190100004,ATC190104-001,,,direct,assigned,160,1,2019-01-04 08:18:15,2019-01-04 08:18:16,,13,9,3,603,1,,f,t,,,1,2019-01-04 08:18:15.568854,1,2019-01-04 08:18:15.568854,467
803,DN_ATC201100024,ATC201102-002,,,direct,assigned,799,1,2020-11-27 10:20:42,2020-11-27 10:20:43,,13,9,3,479,1,,f,t,,,1,2020-11-27 10:20:42.631307,1,2020-11-27 10:20:42.631307,2379
128,DN_ATC181100011,ATC180918-001,,,direct,assigned,126,1,2018-11-12 09:18:42,2018-11-12 09:18:43,,13,9,3,50,1,,f,t,,,1,2018-11-12 09:18:42.528937,1,2018-11-13 04:37:34.275394,283
226,DN_ATC190400006,ATC190329-001,,,direct,assigned,224,1,2019-04-09 02:25:08,2019-04-09 02:25:09,,13,9,3,80,1,,f,t,,,1,2019-04-09 02:25:08.770699,1,2019-04-09 02:25:08.770699,619
141,DN_ATC181200001,ATC181203-002,,,direct,assigned,139,1,2018-12-03 02:01:36,2018-12-03 02:01:37,,13,9,3,160,1,,f,t,,,1,2018-12-03 02:01:36.365959,1,2018-12-03 02:01:36.365959,424
223,DN_ATC190400003,ATC190314-006,,,direct,assigned,221,1,2019-04-02 06:49:00,2019-04-02 06:49:01,,13,9,3,472,1,,f,t,,,1,2019-04-02 06:49:00.707865,1,2019-04-02 06:49:00.707865,593
558,DN_ATC200400015,ATC200406-001,,,direct,assigned,556,1,2020-04-21 05:15:04,2020-04-21 05:15:05,,13,9,3,172,1,,f,t,,,1,2020-04-21 05:15:04.880857,1,2020-04-21 05:15:04.880857,1541
97,DN_ATC180900017,ATC180928-004,,,direct,assigned,95,1,2018-09-28 10:32:14,2018-09-28 10:32:14,,13,9,3,52,1,,f,t,,,1,2018-09-28 10:32:14.516465,1,2018-09-28 10:32:21.265251,304
104,DN_ATC181000006,ATC181003-001,,,direct,assigned,102,1,2018-10-05 03:29:20,2018-10-05 03:29:21,,13,9,3,472,1,,f,t,,,1,2018-10-05 03:29:20.83034,1,2018-10-05 03:29:20.83034,308
117,DN_ATC181000019,ATC181022-001,,,direct,assigned,115,1,2018-10-29 07:14:07,2018-10-29 07:14:07,,13,9,3,472,1,,f,t,,,1,2018-10-29 07:14:07.049719,1,2018-10-29 07:14:07.049719,342
582,DN_ATC200500010,ATC200511-006,,,direct,assigned,579,1,2020-05-12 03:44:07,2020-05-12 03:44:07,,13,9,3,965,1,,f,t,,,1,2020-05-12 03:44:07.202209,1,2020-05-12 03:44:07.202209,1648
133,DN_ATC181100016,ATC181121-002,,,direct,assigned,131,1,2018-11-21 06:12:58,2018-11-21 06:12:58,,13,9,3,70,1,,f,t,,,1,2018-11-21 06:12:58.454542,1,2018-11-21 06:12:58.454542,394
137,DN_ATC181100020,ATC181018-001,,,direct,assigned,135,1,2018-11-28 08:47:04,2018-11-28 08:47:04,,13,9,3,67,1,,f,t,,,1,2018-11-28 08:47:04.088854,1,2018-11-28 08:47:04.088854,337
165,DN_ATC190100007,ATC190107-001,,,direct,assigned,163,1,2019-01-08 09:07:57,2019-01-08 09:07:58,,13,9,3,104,1,,f,t,,,1,2019-01-08 09:07:57.489101,1,2019-01-08 09:07:57.489101,476
110,DN_ATC181000012,ATC181018-005,,,direct,assigned,108,1,2018-10-19 02:34:36,2018-10-19 02:34:37,,13,9,3,521,1,,f,t,,,1,2018-10-19 02:34:36.914645,1,2018-10-19 02:34:36.914645,341
313,DN_ATC190800013,ATC190812-001,,,direct,assigned,311,1,2019-08-19 09:00:51,2019-08-19 09:00:51,,13,9,3,851,1,,f,t,,,1,2019-08-19 09:00:51.255948,1,2019-08-19 09:00:51.255948,856
660,DN_ATC200700030,ATC200702-007,,,direct,assigned,657,1,2020-07-22 04:00:32,2020-07-22 04:00:32,,13,9,3,72,1,,f,t,,,1,2020-07-22 04:00:32.261614,1,2020-07-22 04:00:32.261614,1957
85,DN_ATC180900005,ATC180907-002,,,direct,assigned,83,1,2018-09-07 03:35:39,2018-09-07 03:35:39,,13,9,3,52,1,,f,t,,,1,2018-09-07 03:35:39.36483,1,2018-09-07 03:35:48.427324,257
152,DN_ATC181200012,ATC181219-003,,,direct,assigned,150,1,2018-12-19 08:46:58,2018-12-19 08:46:58,,13,9,3,303,1,,f,t,,,1,2018-12-19 08:46:58.457413,1,2018-12-19 08:48:19.934671,449
131,DN_ATC181100014,ATC180927-003,,,direct,assigned,129,1,2018-11-13 09:35:12,2018-11-13 09:35:12,,13,9,3,315,1,,f,t,,,1,2018-11-13 09:35:12.020688,1,2018-11-13 09:35:12.020688,300
100,DN_ATC181000002,ATC180928-002,,,direct,assigned,98,1,2018-10-03 09:15:21,2018-10-03 09:15:21,,13,9,3,342,1,,f,t,,,1,2018-10-03 09:15:21.007176,1,2018-10-03 09:15:21.007176,302
175,DN_ATC190100017,ATC190109-001,,,direct,assigned,173,1,2019-01-17 09:00:12,2019-01-17 09:00:13,,13,9,3,32,1,,f,t,,,1,2019-01-17 09:00:12.773076,1,2019-01-17 09:00:12.773076,482
170,DN_ATC190100012,ATC190104-008,,,direct,assigned,168,1,2019-01-14 06:19:11,2019-01-14 06:19:11,,13,9,3,472,1,,f,t,,,1,2019-01-14 06:19:11.403381,1,2019-01-14 06:19:11.403381,474
127,DN_ATC181100010,ATC181009-002,,,direct,assigned,125,1,2018-11-12 09:18:08,2018-11-12 09:18:08,,13,9,3,481,1,,f,t,,,1,2018-11-12 09:18:08.013645,1,2018-11-12 09:18:08.013645,320
140,DN_ATC181100023,ATC181123-002,,,direct,assigned,138,1,2018-11-29 09:15:19,2018-11-29 09:15:20,,13,9,3,344,1,,f,t,,,1,2018-11-29 09:15:19.2572,1,2018-11-29 09:15:19.2572,405
139,DN_ATC181100022,ATC181128-002,,,direct,assigned,137,1,2018-11-29 01:42:21,2018-11-29 01:42:21,,13,9,3,582,1,,f,t,,,1,2018-11-29 01:42:21.369064,1,2018-11-29 01:42:21.369064,419
111,DN_ATC181000013,ATC181004-002,,,direct,assigned,109,1,2018-10-19 07:51:22,2018-10-19 07:51:23,,13,9,3,45,1,,f,t,,,1,2018-10-19 07:51:22.623589,1,2018-10-19 07:51:34.226802,312
183,DN_ATC190100025,ATC190128-001,,,direct,assigned,181,1,2019-01-28 09:43:26,2019-01-28 09:43:26,,13,9,3,645,1,,f,t,,,1,2019-01-28 09:43:26.277548,1,2019-01-28 09:43:26.277548,529
86,DN_ATC180900006,ATC180904-004,,,direct,assigned,84,1,2018-09-12 04:09:26,2018-09-12 04:09:26,,13,9,3,472,1,,f,t,,,1,2018-09-12 04:09:26.268621,1,2018-09-12 04:09:26.268621,254
154,DN_ATC181200014,ATC181220-001,,,direct,assigned,152,1,2018-12-21 04:31:30,2018-12-21 04:31:31,,13,9,3,510,1,,f,t,,,1,2018-12-21 04:31:30.466246,1,2018-12-21 04:31:30.466246,450
155,DN_ATC181200015,ATC181218-002,,,direct,assigned,153,1,2018-12-27 03:01:07,2018-12-27 03:01:08,,13,9,3,564,1,,f,t,,,1,2018-12-27 03:01:07.186389,1,2018-12-27 03:01:14.460728,445
142,DN_ATC181200002,ATC181123-004,,,direct,assigned,140,1,2018-12-03 06:48:55,2018-12-03 06:48:55,,13,9,3,483,1,,f,t,,,1,2018-12-03 06:48:55.260152,1,2018-12-03 06:48:55.260152,407
134,DN_ATC181100017,ATC180903-002,,,direct,assigned,132,1,2018-11-27 01:47:43,2018-11-27 01:47:44,,13,9,3,466,1,,f,t,,,1,2018-11-27 01:47:43.588406,1,2018-11-27 01:47:43.588406,249
147,DN_ATC181200007,ATC181212-001,,,direct,assigned,145,1,2018-12-12 10:38:28,2018-12-12 10:38:29,,13,9,3,588,1,,f,t,,,1,2018-12-12 10:38:28.503385,1,2018-12-12 10:38:35.757163,437
146,DN_ATC181200006,ATC181211-004,,,direct,assigned,144,1,2018-12-11 05:16:11,2018-12-11 05:16:12,,13,9,3,586,1,,f,t,,,1,2018-12-11 05:16:11.78957,1,2018-12-11 05:16:11.78957,435
145,DN_ATC181200005,ATC181119-002,,,direct,assigned,143,1,2018-12-11 02:24:05,2018-12-11 02:24:06,,13,9,3,560,1,,f,t,,,1,2018-12-11 02:24:05.05773,1,2018-12-11 02:24:05.05773,392
144,DN_ATC181200004,ATC181210-002,,,direct,assigned,142,1,2018-12-10 10:39:42,2018-12-10 10:39:42,,13,9,3,315,1,,f,t,,,1,2018-12-10 10:39:42.195394,1,2018-12-10 10:39:42.195394,431
143,DN_ATC181200003,ATC181203-004,,,direct,assigned,141,1,2018-12-03 10:12:25,2018-12-03 10:12:26,,13,9,3,578,1,,f,t,,,1,2018-12-03 10:12:25.689212,1,2018-12-03 10:12:25.689212,426
148,DN_ATC181200008,ATC181211-005,,,direct,assigned,146,1,2018-12-13 06:28:30,2018-12-13 06:28:30,,13,9,3,560,1,,f,t,,,1,2018-12-13 06:28:30.118248,1,2018-12-13 06:29:05.677923,436
188,DN_ATC190200001,ATC181228-006,,,direct,assigned,186,1,2019-02-11 01:18:00,2019-02-11 01:18:00,,13,9,3,568,1,,f,t,,,1,2019-02-11 01:18:00.060324,1,2019-02-11 01:18:00.060324,465
342,DN_ATC190900002,ATC190903-002,,,direct,assigned,340,1,2019-09-03 08:14:40,2019-09-03 08:14:40,,13,9,3,800,1,,f,t,,,1,2019-09-03 08:14:40.206446,14,2019-09-03 08:14:40.206446,920
208,DN_ATC190300009,ATC190226-001,,,direct,assigned,206,1,2019-03-15 04:39:20,2019-03-15 04:39:21,,13,9,3,498,1,,f,t,,,1,2019-03-15 04:39:20.643147,1,2019-03-15 04:39:20.643147,558
687,DN_ATC200800019,ATC200812-002,,,direct,assigned,684,1,2020-08-17 08:15:41,2020-08-17 08:15:41,,13,9,3,951,1,,f,t,,,1,2020-08-17 08:15:41.31265,1,2020-08-17 08:15:41.31265,2095
287,DN_ATC190700005,ATC190619-001,,,direct,assigned,285,1,2019-07-10 06:46:08,2019-07-10 06:46:09,,13,9,3,515,1,,f,t,,,1,2019-07-10 06:46:08.740806,1,2019-07-10 06:46:08.740806,762
242,DN_ATC190400022,ATC190424-002,,,direct,assigned,240,1,2019-04-30 10:35:00,2019-04-30 10:35:00,,13,9,3,124,1,,f,t,,,1,2019-04-30 10:35:00.362865,1,2019-04-30 10:35:00.362865,649
205,DN_ATC190300006,ATC190307-003,,,direct,assigned,203,1,2019-03-11 06:52:11,2019-03-11 06:52:12,,13,9,3,680,1,,f,t,,,1,2019-03-11 06:52:11.934571,1,2019-03-11 06:52:11.934571,579
365,DN_ATC190900025,ATC190925-004,,,direct,assigned,363,1,2019-09-27 11:13:45,2019-09-27 11:13:45,,13,9,3,495,1,,f,t,,,1,2019-09-27 11:13:45.06499,1,2019-09-27 11:13:45.06499,964
213,DN_ATC190300014,ATC190315-003,,,direct,assigned,211,1,2019-03-20 04:36:20,2019-03-20 04:36:20,,13,9,3,568,1,,f,t,,,1,2019-03-20 04:36:19.921908,1,2019-03-20 04:36:19.921908,598
219,DN_ATC190300020,ATC181227-003,,,direct,assigned,217,1,2019-03-28 02:33:30,2019-03-28 02:33:31,,13,9,3,45,1,,f,t,,,1,2019-03-28 02:33:30.693663,1,2019-08-29 09:52:49.280667,457
214,DN_ATC190300015,ATC190123-002,,,direct,assigned,212,1,2019-03-21 07:45:12,2019-03-21 07:45:12,,13,9,3,355,1,,f,t,,,1,2019-03-21 07:45:12.34612,1,2019-03-21 07:45:26.516879,520
314,DN_ATC190800014,ATC190820-001,,,direct,assigned,312,1,2019-08-21 09:18:53,2019-08-21 09:18:53,,13,9,3,684,1,,f,t,,,1,2019-08-21 09:18:52.976785,1,2019-08-21 09:18:52.976785,880
163,DN_ATC190100005,ATC190104-009,,,direct,assigned,161,1,2019-01-07 01:51:41,2019-01-07 01:51:43,,13,9,3,194,1,,f,t,,,1,2019-01-07 01:51:41.077457,1,2019-01-07 01:51:41.077457,475
157,DN_ATC181200017,ATC181228-003,,,direct,assigned,155,1,2018-12-28 07:13:09,2018-12-28 07:13:10,,13,9,3,52,1,,f,t,,,1,2018-12-28 07:13:09.536417,1,2018-12-28 07:13:41.115891,462
384,DN_ATC191000019,ATC190925-002,,,direct,assigned,382,1,2019-10-24 09:33:36,2019-10-24 09:33:36,,13,9,3,495,1,,f,t,,,1,2019-10-24 09:33:36.582351,1,2019-10-24 09:33:36.582351,962
239,DN_ATC190400019,ATC190418-003,,,direct,assigned,237,1,2019-04-24 10:51:59,2019-04-24 10:51:59,,13,9,3,710,1,,f,t,,,1,2019-04-24 10:51:59.283863,1,2019-04-24 10:51:59.283863,643
403,DN_ATC191100011,ATC191108-007,,,direct,assigned,401,1,2019-11-13 04:03:35,2019-11-13 04:03:36,,13,9,3,951,1,,f,t,,,1,2019-11-13 04:03:35.72941,1,2019-11-13 04:03:35.72941,1106
204,DN_ATC190300005,ATC190301-003,,,direct,assigned,202,1,2019-03-11 03:01:29,2019-03-11 03:01:29,,13,9,3,275,1,,f,t,,,1,2019-03-11 03:01:29.15201,1,2019-03-11 03:01:29.15201,568
422,DN_ATC191200006,ATC191203-004,,,direct,assigned,420,1,2019-12-03 08:16:48,2019-12-03 08:16:48,,13,9,3,370,1,,f,t,,,1,2019-12-03 08:16:48.388407,1,2019-12-03 08:16:48.388407,1175
184,DN_ATC190100026,ATC190128-002,,,direct,assigned,182,1,2019-01-28 09:50:15,2019-01-28 09:50:15,,13,9,3,647,1,,f,t,,,1,2019-01-28 09:50:15.026276,1,2019-01-28 09:50:15.026276,530
211,DN_ATC190300012,ATC190318-003,,,direct,assigned,209,1,2019-03-18 08:21:57,2019-03-18 08:21:58,,13,9,3,615,1,,f,t,,,1,2019-03-18 08:21:57.806089,1,2019-03-18 08:21:57.806089,602
212,DN_ATC190300013,ATC181123-001,,,direct,assigned,210,1,2019-03-20 02:46:34,2019-03-20 02:46:34,,13,9,3,568,1,,f,t,,,1,2019-03-20 02:46:34.106404,1,2019-03-20 02:46:46.926719,404
200,DN_ATC190300001,ATC190114-003,,,direct,assigned,198,1,2019-03-04 03:59:06,2019-03-04 03:59:06,,13,9,3,22,1,,f,t,,,1,2019-03-04 03:59:06.042841,1,2019-03-04 03:59:06.042841,498
303,DN_ATC190800003,ATC190806-002,,,direct,assigned,301,1,2019-08-07 02:36:23,2019-08-07 02:36:23,,13,9,3,842,1,,f,t,,,1,2019-08-07 02:36:23.191241,1,2019-08-07 02:36:23.191241,846
177,DN_ATC190100019,ATC181016-001,,,direct,assigned,175,1,2019-01-21 05:36:22,2019-01-21 05:36:23,,13,9,3,517,1,,f,t,,,1,2019-01-21 05:36:22.868024,1,2019-01-21 05:36:22.868024,333
224,DN_ATC190400004,ATC190314-001,,,direct,assigned,222,1,2019-04-02 06:49:26,2019-04-02 06:49:27,,13,9,3,172,1,,f,t,,,1,2019-04-02 06:49:26.700446,1,2019-04-02 06:49:26.700446,588
166,DN_ATC190100008,ATC190109-002,,,direct,assigned,164,1,2019-01-09 05:41:25,2019-01-09 05:41:25,,13,9,3,498,1,,f,t,,,1,2019-01-09 05:41:25.282578,1,2019-01-09 05:41:25.282578,483
444,DN_ATC191200028,ATC191219-002,,,direct,assigned,442,1,2019-12-24 08:49:35,2019-12-24 08:49:35,,13,9,3,495,1,,f,t,,,1,2019-12-24 08:49:35.550279,1,2019-12-24 08:49:35.550279,1214
191,DN_ATC190200004,ATC190131-001,,,direct,assigned,189,1,2019-02-12 09:07:13,2019-02-12 09:07:14,,13,9,3,375,1,,f,t,,,1,2019-02-12 09:07:13.664265,1,2019-02-12 09:07:13.664265,536
198,DN_ATC190200011,ATC190211-002,,,direct,assigned,196,1,2019-02-22 09:44:14,2019-02-22 09:44:17,,13,9,3,655,1,,f,t,,,1,2019-02-22 09:44:13.968462,1,2019-02-22 09:44:13.968462,539
